/* Cardinality of the grid */
303
/* Cardinality of pick-up locations */
150
/* Cardinality of delivery locations */
150
/* Cardinality of depots */
3
/* Total number of trucks */
150	
/* Capacity of trucks */
200
/* Maximum working hours */
8
/* Revenue of selling an order [e/kg] */
50
/* Depots */
1	40	50	0	0	8
2	27	62	0	0	8
3	73	17	0	0	8
/* Pick up locations */					
4	139	7	20	4	12
5	79	193	30	4	12
6	80	190	13	2	10
7	60	153	11	4	12
8	141	8	20	1	9
9	13	81	30	2	10
10	16	84	20	3	11
11	69	150	17	2	10
12	187	142	10	1	9
13	199	115	20	4	12
14	185	124	10	0	8
15	144	92	23	1	9
16	5	162	26	1	9
17	197	113	20	4	12
18	84	118	20	0	8
19	28	77	12	0	8
20	143	179	24	0	8
21	119	37	20	0	8
22	23	137	20	3	11
23	178	123	30	1	9
24	151	66	11	4	12
25	68	50	10	3	11
26	54	30	10	6	14
27	154	59	17	0	8
28	93	13	30	1	9
29	24	131	31	0	8
30	165	117	10	3	11
31	148	157	21	1	9
32	186	91	10	1	9
33	26	138	10	3	11
34	78	184	20	4	12
35	11	151	20	2	10
36	100	70	30	2	10
37	83	118	20	4	12
38	12	154	10	2	10
39	41	186	27	0	8
40	89	176	13	0	8
41	86	69	14	1	9
42	20	72	21	1	9
43	41	182	30	3	11
44	140	11	10	2	10
45	60	51	20	2	10
46	18	89	10	4	12
47	85	110	10	2	10
48	37	146	10	1	9
49	181	89	10	2	10
50	52	38	30	0	8
51	172	179	1	0	8
52	85	164	23	4	12
53	175	60	18	0	8
54	82	48	8	3	11
55	137	1	10	0	8
56	25	146	30	0	8
57	15	88	10	0	8
58	121	48	17	2	10
59	62	15	29	1	9
60	144	59	18	2	10
61	125	78	11	4	12
62	53	29	30	2	10
63	159	121	20	2	10
64	59	83	24	4	12
65	59	57	10	2	10
66	12	85	10	2	10
67	121	50	24	0	8
68	10	67	30	1	9
69	52	28	10	2	10
70	17	150	20	4	12
71	101	67	20	0	8
72	69	47	10	2	10
73	164	113	20	2	10
74	79	115	30	2	10
75	80	108	20	4	12
76	184	116	20	0	8
77	29	139	10	1	9
78	84	194	10	3	11
79	114	72	22	3	11
80	90	4	22	0	8
81	46	40	15	2	10
82	174	128	20	0	8
83	30	142	10	0	8
84	28	193	30	3	11
85	23	123	15	0	8
86	103	70	10	4	12
87	8	8	11	0	8
88	83	81	21	3	11
89	83	180	15	3	11
90	70	37	10	0	8
91	97	65	20	2	10
92	55	64	30	3	11
93	123	36	10	0	8
94	142	60	13	4	12
95	53	61	20	4	12
96	62	38	19	4	12
97	123	33	20	1	9
98	107	96	23	4	12
99	195	129	40	1	9
100	75	134	16	4	12
101	141	4	20	4	12
102	60	58	20	2	10
103	196	137	20	4	12
104	189	83	43	1	9
105	68	40	23	1	9
106	56	90	15	1	9
107	98	193	27	4	12
108	121	36	20	0	8
109	101	70	20	3	11
110	103	77	21	2	10
111	87	117	10	1	9
112	183	170	17	1	9
113	127	60	23	3	11
114	178	140	10	1	9
115	177	145	10	0	8
116	48	30	50	0	8
117	197	29	16	1	9
118	40	130	1	2	10
119	24	140	20	0	8
120	81	183	11	1	9
121	145	19	20	2	10
122	164	37	19	1	9
123	186	96	20	3	11
124	105	70	10	4	12
125	140	6	30	3	11
126	56	148	20	4	12
127	122	58	15	0	8
128	199	132	10	0	8
129	131	92	22	2	10
130	83	197	20	2	10
131	185	123	30	3	11
132	77	115	20	2	10
133	162	118	20	4	12
134	196	111	30	3	11
135	13	152	20	3	11
136	192	113	20	4	12
137	25	143	20	0	8
138	14	84	20	3	11
139	89	39	19	1	9
140	65	77	19	0	8
141	63	149	17	2	10
142	143	5	10	2	10
143	32	178	10	2	10
144	193	111	20	4	12
145	67	127	21	3	11
146	73	81	19	3	11
147	50	67	10	1	9
148	38	188	20	4	12
149	183	120	10	2	10
150	129	38	10	4	12
151	8	154	20	1	9
152	8	69	20	4	12
153	131	38	20	2	10
/* Delivery locations */					
154	134	6	-20	6	14
155	63	58	-30	6	14
156	64	52	-13	4	12
157	110	8	-11	6	14
158	158	81	-20	3	11
159	68	115	-30	4	12
160	151	132	-20	5	13
161	88	143	-17	4	12
162	155	17	-10	3	11
163	55	87	-20	6	14
164	22	133	-10	2	10
165	10	20	-23	3	11
166	114	122	-26	3	11
167	78	119	-20	6	14
168	46	22	-20	2	10
169	7	152	-12	2	10
170	189	95	-24	2	10
171	105	26	-20	2	10
172	113	100	-20	5	13
173	139	97	-30	3	11
174	111	189	-11	6	14
175	87	191	-10	5	13
176	80	167	-10	8	16
177	181	70	-17	2	10
178	45	142	-30	3	11
179	159	196	-31	2	10
180	87	30	-10	5	13
181	187	92	-21	3	11
182	10	153	-10	3	11
183	54	37	-10	5	13
184	180	147	-20	6	14
185	38	190	-20	4	12
186	104	88	-30	4	12
187	78	169	-20	6	14
188	127	143	-10	4	12
189	82	194	-27	2	10
190	23	176	-13	2	10
191	55	24	-14	3	11
192	165	181	-21	3	11
193	103	66	-30	5	13
194	188	125	-10	4	12
195	197	140	-20	4	12
196	66	58	-10	6	14
197	83	188	-10	4	12
198	158	20	-10	3	11
199	161	158	-10	4	12
200	162	162	-30	2	10
201	178	147	-1	2	10
202	100	6	-23	6	14
203	26	147	-18	2	10
204	131	136	-8	5	13
205	46	131	-10	2	10
206	35	160	-30	2	10
207	187	97	-10	2	10
208	156	93	-17	4	12
209	17	32	-29	3	11
210	62	50	-18	4	12
211	140	4	-11	6	14
212	143	0	-30	4	12
213	198	132	-20	4	12
214	137	10	-24	6	14
215	38	183	-10	4	12
216	19	38	-10	4	12
217	12	156	-24	2	10
218	22	61	-30	3	11
219	168	58	-10	4	12
220	85	193	-20	6	14
221	155	107	-20	2	10
222	195	132	-10	4	12
223	55	51	-20	4	12
224	189	120	-30	4	12
225	59	139	-20	6	14
226	27	135	-20	2	10
227	186	94	-10	3	11
228	41	187	-10	5	13
229	92	178	-22	5	13
230	185	96	-22	2	10
231	74	55	-15	4	12
232	42	174	-20	2	10
233	57	54	-10	2	10
234	26	45	-30	5	13
235	53	31	-15	2	10
236	179	141	-10	6	14
237	100	53	-11	2	10
238	8	71	-21	5	13
239	174	185	-15	5	13
240	176	144	-10	2	10
241	136	111	-20	4	12
242	28	160	-30	5	13
243	85	85	-10	2	10
244	12	66	-13	6	14
245	168	119	-20	6	14
246	171	36	-19	6	14
247	188	88	-20	3	11
248	135	45	-23	6	14
249	26	41	-40	3	11
250	108	141	-16	6	14
251	7	142	-20	6	14
252	190	112	-20	4	12
253	63	192	-20	6	14
254	97	129	-43	3	11
255	71	131	-23	3	11
256	159	105	-15	3	11
257	109	48	-27	6	14
258	142	27	-20	2	10
259	134	157	-20	5	13
260	193	12	-21	4	12
261	95	50	-10	3	11
262	25	165	-17	3	11
263	124	191	-23	5	13
264	138	69	-10	3	11
265	50	31	-10	2	10
266	37	177	-50	2	10
267	23	168	-16	3	11
268	20	59	-1	4	12
269	190	109	-20	2	10
270	28	187	-11	3	11
271	146	166	-20	4	12
272	66	52	-19	3	11
273	53	59	-20	5	13
274	179	5	-10	6	14
275	37	190	-30	5	13
276	155	22	-20	6	14
277	175	143	-15	2	10
278	180	66	-10	2	10
279	87	195	-22	4	12
280	129	176	-20	4	12
281	7	119	-30	5	13
282	195	97	-20	4	12
283	32	47	-20	6	14
284	100	144	-30	5	13
285	51	31	-20	5	13
286	12	69	-20	6	14
287	165	113	-20	2	10
288	138	72	-20	5	13
289	135	0	-19	3	11
290	8	89	-19	2	10
291	110	110	-17	4	12
292	177	146	-10	4	12
293	87	196	-10	4	12
294	162	123	-20	6	14
295	35	186	-21	5	13
296	180	93	-19	5	13
297	146	3	-10	3	11
298	200	162	-20	6	14
299	40	95	-10	4	12
300	7	151	-10	6	14
301	39	186	-20	3	11
302	99	12	-20	6	14
303	18	35	-20	4	12
