/* Cardinality of the grid */
203
/* Cardinality of pick-up locations */
100
/* Cardinality of delivery locations */
100
/* Cardinality of depots */
3
/* Total number of trucks */
100	
/* Capacity of trucks */
200
/* Maximum working hours */
8
/* Revenue of selling an order [e/kg] */
50
/* Depots */
1	40	50	0	0	8
2	27	62	0	0	8
3	73	17	0	0	8
/* Pick up locations */					
4	30	57	20	0	8
5	29	60	14	1	9
6	69	116	26	3	11
7	137	137	27	0	8
8	103	119	18	3	11
9	78	111	22	4	12
10	121	123	9	1	9
11	79	72	22	4	12
12	78	63	19	1	9
13	95	135	27	4	12
14	64	132	8	4	12
15	120	14	20	2	10
16	10	86	14	3	11
17	140	42	13	3	11
18	121	124	21	3	11
19	42	29	12	3	11
20	44	58	30	2	10
21	41	36	13	4	12
22	106	10	13	0	8
23	81	57	8	3	11
24	120	52	20	0	8
25	113	32	36	1	9
26	82	103	15	2	10
27	10	111	21	0	8
28	90	44	6	2	10
29	89	24	15	3	11
30	13	48	15	0	8
31	84	88	16	0	8
32	69	115	20	4	12
33	59	115	26	0	8
34	105	2	1	3	11
35	104	54	13	2	10
36	54	33	20	1	9
37	32	52	32	1	9
38	99	34	9	2	10
39	39	100	31	1	9
40	48	47	19	4	12
41	104	73	17	3	11
42	103	44	12	3	11
43	73	96	9	4	12
44	44	116	27	2	10
45	71	70	9	1	9
46	56	139	18	0	8
47	34	72	21	0	8
48	120	22	39	2	10
49	63	129	7	2	10
50	33	117	20	0	8
51	102	52	15	2	10
52	13	129	25	4	12
53	34	20	15	1	9
54	114	109	16	3	11
55	12	48	4	1	9
56	139	72	23	4	12
57	116	22	32	1	9
58	110	99	21	2	10
59	16	62	15	0	8
60	61	57	35	2	10
61	123	84	13	3	11
62	93	61	10	2	10
63	65	0	20	2	10
64	120	60	18	1	9
65	2	106	16	0	8
66	85	111	25	3	11
67	113	45	4	1	9
68	138	105	24	0	8
69	116	105	23	3	11
70	110	28	20	0	8
71	66	40	20	4	12
72	50	112	18	2	10
73	23	19	16	1	9
74	4	71	19	3	11
75	92	138	12	1	9
76	116	13	5	2	10
77	112	13	27	4	12
78	49	140	3	1	9
79	120	47	18	3	11
80	60	54	3	2	10
81	115	82	30	2	10
82	139	110	19	0	8
83	82	100	18	1	9
84	113	35	9	4	12
85	97	115	25	2	10
86	136	123	31	3	11
87	129	24	18	3	11
88	58	11	9	1	9
89	65	80	20	4	12
90	55	127	17	0	8
91	137	84	41	2	10
92	79	80	4	1	9
93	12	84	16	4	12
94	66	82	27	3	11
95	97	12	10	3	11
96	55	102	4	3	11
97	70	94	32	2	10
98	4	44	24	0	8
99	66	91	16	1	9
100	5	99	24	3	11
101	137	127	28	2	10
102	138	24	12	0	8
103	137	96	9	1	9
/* Delivery locations */					
104	81	36	-20	2	10
105	101	0	-14	3	11
106	26	50	-26	5	13
107	107	25	-27	2	10
108	17	138	-18	5	13
109	37	138	-22	6	14
110	20	69	-9	3	11
111	22	104	-22	6	14
112	137	7	-19	3	11
113	50	106	-27	6	14
114	46	112	-8	6	14
115	104	32	-20	4	12
116	8	87	-14	5	13
117	109	139	-13	5	13
118	80	103	-21	5	13
119	37	79	-12	5	13
120	133	130	-30	4	12
121	39	13	-13	6	14
122	32	6	-13	2	10
123	107	102	-8	5	13
124	83	38	-20	2	10
125	132	133	-36	3	11
126	137	101	-15	4	12
127	139	73	-21	2	10
128	64	138	-6	4	12
129	98	4	-15	5	13
130	61	34	-15	2	10
131	60	84	-16	2	10
132	86	40	-20	6	14
133	107	77	-26	2	10
134	37	125	-1	5	13
135	38	122	-13	4	12
136	85	75	-20	3	11
137	109	131	-32	3	11
138	103	77	-9	4	12
139	47	83	-31	3	11
140	139	68	-19	6	14
141	88	29	-17	5	13
142	9	19	-12	5	13
143	83	12	-9	6	14
144	36	54	-27	4	12
145	16	92	-9	3	11
146	27	104	-18	2	10
147	67	96	-21	2	10
148	54	106	-39	4	12
149	86	80	-7	4	12
150	33	0	-20	2	10
151	18	104	-15	4	12
152	70	83	-25	6	14
153	109	78	-15	3	11
154	27	46	-16	5	13
155	19	120	-4	3	11
156	23	39	-23	6	14
157	15	18	-32	3	11
158	18	70	-21	4	12
159	37	73	-15	2	10
160	115	124	-35	4	12
161	89	39	-13	5	13
162	108	30	-10	4	12
163	92	22	-20	4	12
164	117	92	-18	3	11
165	26	130	-16	2	10
166	40	113	-25	5	13
167	12	138	-4	3	11
168	140	36	-24	2	10
169	69	6	-23	5	13
170	100	99	-20	2	10
171	36	124	-20	6	14
172	126	23	-18	4	12
173	58	80	-16	3	11
174	30	21	-19	5	13
175	64	115	-12	3	11
176	35	90	-5	4	12
177	58	95	-27	6	14
178	117	4	-3	3	11
179	56	129	-18	5	13
180	54	41	-3	4	12
181	46	133	-30	4	12
182	54	78	-19	2	10
183	28	62	-18	3	11
184	51	92	-9	6	14
185	67	120	-25	4	12
186	90	14	-31	5	13
187	20	106	-18	5	13
188	15	4	-9	3	11
189	138	78	-20	6	14
190	60	23	-17	2	10
191	29	94	-41	4	12
192	119	73	-4	3	11
193	135	65	-16	6	14
194	103	82	-27	5	13
195	104	139	-10	5	13
196	15	9	-4	5	13
197	36	38	-32	4	12
198	125	68	-24	2	10
199	44	36	-16	3	11
200	120	102	-24	5	13
201	103	86	-28	4	12
202	8	138	-12	2	10
203	116	83	-9	3	11
