/* Cardinality of the grid */
303
/* Cardinality of pick-up locations */
150
/* Cardinality of delivery locations */
150
/* Cardinality of depots */
3
/* Total number of trucks */
3	
/* Capacity of trucks */
200
/* Maximum working hours */
8
/* Revenue of selling an order [e/kg] */
50
/* Depots */
1	40	50	0	0	8
2	27	62	0	0	8
3	73	17	0	0	8
/* Pick up locations */					
4	37	48	10	0	8
5	17	166	10	3	11
6	147	134	20	1	9
7	48	103	10	4	12
8	127	166	20	2	10
9	19	156	10	2	10
10	93	166	10	3	11
11	73	112	10	1	9
12	48	166	30	3	11
13	45	88	30	3	11
14	61	101	10	2	10
15	54	175	20	2	10
16	107	73	30	1	9
17	42	75	20	2	10
18	74	102	10	0	8
19	72	118	20	1	9
20	65	135	20	3	11
21	84	133	10	2	10
22	28	96	20	0	8
23	100	47	20	0	8
24	69	167	20	2	10
25	98	59	10	0	8
26	61	174	10	2	10
27	119	169	20	2	10
28	66	192	20	1	9
29	170	64	20	4	12
30	85	134	20	0	8
31	95	137	10	0	8
32	78	188	20	1	9
33	59	98	10	2	10
34	170	49	30	2	10
35	78	154	10	0	8
36	60	171	20	4	12
37	28	50	10	1	9
38	97	163	20	3	11
39	150	135	20	3	11
40	79	89	10	1	9
41	103	91	20	0	8
42	126	31	20	0	8
43	37	162	20	1	9
44	72	10	20	0	8
45	55	160	10	1	9
46	76	157	20	3	11
47	85	14	10	2	10
48	142	141	20	2	10
49	7	176	10	4	12
50	168	43	10	4	12
51	93	1	20	1	9
52	144	58	30	0	8
53	32	191	10	2	10
54	140	51	10	3	11
55	37	195	10	2	10
56	118	59	10	4	12
57	90	74	10	1	9
58	125	72	20	4	12
59	67	60	10	0	8
60	179	78	20	1	9
61	83	74	40	4	12
62	101	37	30	1	9
63	99	61	20	0	8
64	168	126	20	3	11
65	134	46	20	3	11
66	66	78	30	0	8
67	57	73	30	3	11
68	5	58	20	1	9
69	186	50	20	0	8
70	14	199	30	0	8
71	80	139	30	3	11
72	110	72	10	6	14
73	155	38	10	1	9
74	155	108	20	0	8
75	55	195	20	2	10
76	36	107	20	4	12
77	29	88	10	2	10
78	79	132	20	4	12
79	23	102	30	1	9
80	128	80	10	4	12
81	82	100	10	2	10
82	162	37	40	2	10
83	65	182	20	2	10
84	53	168	20	0	8
85	74	5	20	0	8
86	144	38	30	1	9
87	93	11	20	1	9
88	73	106	10	0	8
89	51	190	30	3	11
90	81	80	10	0	8
91	138	22	30	1	9
92	75	18	30	2	10
93	89	68	10	1	9
94	126	59	20	1	9
95	132	51	20	3	11
96	100	147	10	4	12
97	36	96	10	1	9
98	102	62	30	3	11
99	55	188	30	4	12
100	6	66	20	1	9
101	29	75	20	4	12
102	143	140	10	0	8
103	17	99	20	0	8
104	27	187	30	4	12
105	40	34	10	4	12
106	149	149	20	2	10
107	110	150	20	4	12
108	83	149	20	0	8
109	83	108	10	3	11
110	101	74	30	4	12
111	73	110	20	1	9
112	81	136	20	0	8
113	14	163	30	3	11
114	88	41	10	3	11
115	20	92	20	0	8
116	17	87	10	1	9
117	123	32	30	2	10
118	84	141	30	1	9
119	116	44	20	3	11
120	107	23	20	3	11
121	25	102	20	2	10
122	83	147	20	3	11
123	38	94	10	2	10
124	143	135	10	2	10
125	68	69	30	0	8
126	97	157	20	1	9
127	146	113	20	4	12
128	118	9	10	2	10
129	125	16	10	2	10
130	148	57	10	3	11
131	89	27	20	2	10
132	25	101	10	3	11
133	89	80	20	3	11
134	76	15	20	4	12
135	30	75	10	4	12
136	160	137	10	3	11
137	156	137	20	2	10
138	169	54	10	1	9
139	39	99	20	2	10
140	91	43	10	1	9
141	60	197	20	4	12
142	101	164	10	4	12
143	153	161	20	4	12
144	127	55	20	4	12
145	33	103	10	3	11
146	43	101	30	0	8
147	122	144	20	3	11
148	79	31	10	2	10
149	86	155	30	1	9
150	87	67	30	4	12
151	99	48	10	1	9
152	72	8	20	4	12
153	108	82	30	3	11
/* Delivery locations */					
154	42	100	-10	2	10
155	131	31	-10	5	13
156	108	13	-20	3	11
157	50	181	-10	6	14
158	146	157	-20	4	12
159	170	83	-10	4	12
160	79	13	-10	5	13
161	87	87	-10	3	11
162	118	50	-30	5	13
163	79	70	-30	5	13
164	67	102	-10	4	12
165	126	39	-20	4	12
166	27	89	-30	3	11
167	178	69	-20	4	12
168	127	46	-10	2	10
169	79	84	-20	3	11
170	138	135	-20	5	13
171	170	156	-10	4	12
172	120	76	-20	2	10
173	29	171	-20	2	10
174	89	11	-20	4	12
175	135	146	-10	2	10
176	19	179	-10	4	12
177	163	125	-20	4	12
178	30	54	-20	3	11
179	16	77	-20	6	14
180	28	168	-20	2	10
181	27	83	-10	2	10
182	136	57	-20	3	11
183	114	138	-10	4	12
184	69	190	-30	4	12
185	112	53	-10	2	10
186	99	123	-20	6	14
187	136	134	-10	3	11
188	120	153	-20	5	13
189	162	44	-20	5	13
190	163	55	-10	3	11
191	74	91	-20	2	10
192	16	146	-20	2	10
193	84	20	-20	3	11
194	21	91	-20	2	10
195	89	168	-10	3	11
196	63	189	-20	5	13
197	164	124	-10	4	12
198	20	96	-20	4	12
199	82	88	-10	6	14
200	74	196	-10	6	14
201	77	86	-20	3	11
202	119	66	-30	2	10
203	92	55	-10	4	12
204	89	113	-10	5	13
205	98	85	-10	4	12
206	46	99	-10	6	14
207	62	120	-10	3	11
208	20	54	-20	6	14
209	143	72	-10	2	10
210	68	190	-20	3	11
211	119	130	-40	6	14
212	29	163	-30	3	11
213	120	70	-20	2	10
214	12	186	-20	5	13
215	165	151	-20	5	13
216	177	122	-30	2	10
217	64	78	-30	5	13
218	167	55	-20	3	11
219	173	56	-20	2	10
220	140	70	-30	2	10
221	81	191	-30	5	13
222	34	182	-10	8	16
223	139	131	-10	3	11
224	71	189	-20	2	10
225	70	185	-20	4	12
226	16	78	-20	6	14
227	92	39	-10	4	12
228	75	61	-20	6	14
229	40	87	-30	3	11
230	152	149	-10	6	14
231	86	100	-10	4	12
232	103	148	-40	4	12
233	32	93	-20	4	12
234	25	182	-20	2	10
235	25	187	-20	2	10
236	165	62	-30	3	11
237	34	84	-20	3	11
238	138	132	-10	2	10
239	114	55	-30	5	13
240	24	164	-10	2	10
241	109	73	-30	3	11
242	102	146	-30	4	12
243	106	113	-10	3	11
244	69	173	-20	3	11
245	166	55	-20	5	13
246	88	137	-10	6	14
247	99	152	-10	3	11
248	178	54	-30	5	13
249	6	59	-30	6	14
250	135	54	-20	3	11
251	88	116	-20	6	14
252	15	181	-10	2	10
253	130	42	-20	2	10
254	182	68	-30	6	14
255	57	183	-10	6	14
256	64	140	-20	4	12
257	2	178	-20	6	14
258	34	89	-20	2	10
259	147	158	-10	5	13
260	42	105	-30	6	14
261	20	78	-20	3	11
262	38	85	-20	2	10
263	82	128	-30	5	13
264	91	14	-10	5	13
265	96	62	-20	2	10
266	130	47	-10	3	11
267	21	56	-30	4	12
268	73	20	-30	3	11
269	95	18	-20	5	13
270	124	170	-20	5	13
271	133	162	-20	4	12
272	74	31	-20	5	13
273	97	71	-10	4	12
274	149	146	-10	4	12
275	93	117	-30	2	10
276	124	154	-20	3	11
277	115	40	-20	6	14
278	84	136	-10	4	12
279	88	111	-10	4	12
280	143	30	-10	5	13
281	148	139	-20	4	12
282	81	92	-10	5	13
283	165	157	-20	5	13
284	70	89	-20	6	14
285	6	95	-10	6	14
286	3	56	-10	5	13
287	82	48	-20	4	12
288	81	89	-10	3	11
289	20	79	-20	4	12
290	150	130	-10	3	11
291	13	90	-20	6	14
292	49	64	-10	6	14
293	15	69	-20	6	14
294	11	83	-20	6	14
295	175	70	-10	5	13
296	68	16	-30	2	10
297	93	32	-20	5	13
298	164	61	-10	4	12
299	69	178	-30	3	11
300	33	73	-30	6	14
301	68	176	-10	3	11
302	106	127	-20	6	14
303	106	60	-30	5	13
