/* Cardinality of the grid */
103
/* Cardinality of pick-up locations */
50
/* Cardinality of delivery locations */
50
/* Cardinality of depots */
3
/* Total number of trucks */
3	
/* Capacity of trucks */
200
/* Maximum working hours */
8
/* Revenue of selling an order [e/kg] */
50
/* Depots */
1	40	50	0	0	8
2	27	62	0	0	8
3	73	17	0	0	8
/* Pick up locations */					
4	33	78	20	1	9
5	10	137	30	0	8
6	4	28	10	0	8
7	25	26	20	0	8
8	86	37	10	3	11
9	1	109	10	3	11
10	6	135	40	0	8
11	24	26	20	3	11
12	86	36	20	4	12
13	100	106	10	3	11
14	8	124	10	1	9
15	103	69	30	3	11
16	109	131	20	4	12
17	43	140	10	0	8
18	98	70	10	3	11
19	102	104	20	0	8
20	113	69	20	3	11
21	129	9	10	3	11
22	25	80	20	3	11
23	43	135	10	3	11
24	61	59	20	0	8
25	104	106	20	1	9
26	109	71	20	3	11
27	121	110	30	2	10
28	89	73	10	2	10
29	99	28	30	2	10
30	101	96	10	5	13
31	121	112	20	5	13
32	137	6	10	2	10
33	21	48	10	5	13
34	21	115	10	6	14
35	1	34	20	5	13
36	94	70	20	3	11
37	74	93	20	5	13
38	135	3	20	6	14
39	97	28	20	2	10
40	87	39	20	5	13
41	119	136	30	2	10
42	110	66	10	5	13
43	62	58	20	5	13
44	127	112	20	5	13
45	2	28	10	5	13
46	17	43	10	2	10
47	112	71	20	3	11
48	135	0	10	5	13
49	28	99	10	4	12
50	29	28	10	4	12
51	92	107	30	4	12
52	34	79	10	7	15
53	35	76	10	3	11
/* Delivery locations */					
54	59	52	-20	2	10
55	32	79	-30	2	10
56	95	35	-10	2	10
57	63	50	-20	5	13
58	99	112	-10	5	13
59	36	135	-10	2	10
60	57	59	-40	5	13
61	85	106	-20	6	14
62	115	134	-20	5	13
63	112	67	-10	3	11
64	93	75	-10	5	13
65	90	104	-30	6	14
66	127	108	-20	2	10
67	84	99	-10	5	13
68	18	38	-10	2	10
69	30	27	-20	5	13
70	17	37	-20	5	13
71	32	106	-10	5	13
72	61	48	-20	5	13
73	74	99	-10	2	10
74	21	25	-20	3	11
75	9	114	-20	5	13
76	118	131	-20	4	12
77	34	82	-30	4	12
78	4	125	-10	4	12
79	26	105	-30	7	15
80	35	123	-10	7	15
81	99	108	-20	4	12
82	32	128	-10	7	15
83	94	73	-10	8	16
84	59	56	-10	7	15
85	80	97	-20	5	13
86	134	31	-20	7	15
87	103	34	-20	8	16
88	30	79	-20	4	12
89	4	30	-20	7	15
90	90	101	-20	4	12
91	78	92	-30	7	15
92	113	71	-10	7	15
93	34	104	-20	7	15
94	1	24	-20	7	15
95	125	108	-10	4	12
96	8	138	-10	5	13
97	103	111	-20	7	15
98	57	53	-10	6	14
99	98	31	-10	6	14
100	116	132	-10	6	14
101	137	3	-30	9	17
102	94	105	-10	5	13
103	10	134	-10	4	12
