/* Cardinality of the grid */
53
/* Cardinality of pick-up locations */
25
/* Cardinality of delivery locations */
25
/* Cardinality of depots */
3
/* Total number of trucks */
25
/* Capacity of trucks */
200
/* Maximum working hours */
24
/* Revenue of selling an order [e/kg] */
50
/* Depots */
1	40	50	0	0	24
2	27	62	0	0	24
3	73	17	0	0	24
/* Pick up locations */					
4	33	78	20	0	8
5	10	137	30	1	9
6	4	28	10	4	12
7	25	26	20	1	9
8	86	37	10	2	10
9	1	109	10	4	12
10	6	135	40	4	12
11	24	26	20	2	10
12	86	36	20	4	12
13	100	106	10	0	8
14	8	124	10	3	11
15	103	69	30	1	9
16	109	131	20	3	11
17	43	140	10	4	12
18	98	70	10	2	10
19	102	104	20	1	9
20	113	69	20	0	8
21	129	9	10	3	11
22	25	80	20	4	12
23	43	135	10	0	8
24	61	59	20	2	10
25	104	106	20	1	9
26	109	71	20	2	10
27	121	110	30	3	11
28	89	73	10	6	14
/* Delivery locations */					
29	33	78	-20	3	11
30	59	52	-30	4	12
31	32	79	-10	6	14
32	95	35	-20	6	14
33	63	50	-10	4	12
34	99	112	-10	6	14
35	36	135	-40	2	10
36	57	59	-20	5	13
37	85	106	-20	3	11
38	115	134	-10	5	13
39	112	67	-10	6	14
40	93	75	-30	4	12
41	90	104	-20	3	11
42	127	108	-10	2	10
43	84	99	-10	5	13
44	18	38	-20	6	14
45	30	27	-20	2	10
46	17	37	-10	4	12
47	32	106	-20	3	11
48	61	48	-10	4	12
49	74	99	-20	5	13
50	21	25	-20	8	16
51	9	114	-20	5	13
52	118	131	-30	6	14
53	34	82	-10	8	16
